Provinces Name,"Provinces Code","Series Name","Series Code","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Batam, Kota","ID.KR.BA","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15994099","17048531","18369810","17357812","18653492","20080222","21583115","23205226","24870292","26079850","28107280","30137290","32180730","34051410","..","..","..","..","..","..",".."
"Batam, Kota","ID.KR.BA","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15994099","19018546","21106865","19850835","22157238","25903009","29229330","33022714","38264218","40969230","47297630","52634560","57661040","65557540","..","..","..","..","..","..",".."
"Batam, Kota","ID.KR.BA","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15994099","17048531","18369810","17357812","18653492","20080222","21583115","23205226","24870292","26079850","28107280","30137290","32180730","34051410","..","..","..","..","..","..",".."
"Batam, Kota","ID.KR.BA","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15994099","19018546","21106865","19850835","22157238","25903009","29229330","33022714","38264218","40969230","47297630","52634560","57661040","65557540","..","..","..","..","..","..",".."
"Batam, Kota","ID.KR.BA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","63640190","68621400","73698070","78991100","84644070","90457740","95369700","97459730","102718600","108804350","106029650"
"Batam, Kota","ID.KR.BA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","63640190","74181300","83751110","96661050","107219530","120945740","130553210","137467710","151285140","164484020","161364180"
"Batam, Kota","ID.KR.BA","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","491853","551054","598425","554295","616114","655926","695739","737533","781342","954450","1000661","1047534","1094623","1141816","1188985","1236399","1283196","1329773","1376009","1421961"
"Bintan, Kab.","ID.KR.BN","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1387579.4","1456846.5","1523814.9","2146779.6","2280098.9","2400557.8","2529222.3","2663524","2803912.9","2947050","3110790","3321170","3525750","3745750","..","..","..","..","..","..",".."
"Bintan, Kab.","ID.KR.BN","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1387579.4","1549915.3","1694548.5","2465313.3","2727509.7","2961177.8","3219288.7","3503236.7","3792960.2","4049980","4424870","4874790","5301250","5822930","..","..","..","..","..","..",".."
"Bintan, Kab.","ID.KR.BN","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1387579.4","1456846.5","1523814.9","2146779.6","2280098.9","2400557.8","2529222.3","2663524","2803912.9","2947050","3110790","3321170","3525750","3745750","..","..","..","..","..","..",".."
"Bintan, Kab.","ID.KR.BN","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1387579.4","1549915.3","1694548.5","2465313.3","2727509.7","2961177.8","3219288.7","3503236.7","3792960.2","4049980","4424870","4874790","5301250","5822930","..","..","..","..","..","..",".."
"Bintan, Kab.","ID.KR.BN","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8891010","9501060","10126480","10741920","11424370","12013390","12726960","13364820","13886110","14540090","13917800"
"Bintan, Kab.","ID.KR.BN","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8891010","10056980","11321150","12532530","14007540","15481100","17206440","18993960","19597840","21301050","20743700"
"Bintan, Kab.","ID.KR.BN","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","440762","446048","451398","456811","462290","467834","473445","458800","462600","466200","470000","473800","477725","481500","485500","489400","493400","999691","327826","188570","191160","115317","117825","120271","122677","125058","127404","143020","145057","147212","149120","151123","153020","154584","156313","157927","159403","160921"
"Karimun, Kab.","ID.KR.KA","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1133878.5","1222931.1","1293753.2","1363907.3","1432777.9","1513317.5","1604850.4","1699532.9","1802138.7","1915670","2041430","2185280","2343890","2511210","..","..","..","..","..","..",".."
"Karimun, Kab.","ID.KR.KA","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1133878.5","1375408.5","1598580.4","1761072.6","2055961.5","2385038.6","2737142.2","3048518.4","3446621.5","3818990","4287740","4813660","5431780","6109180","..","..","..","..","..","..",".."
"Karimun, Kab.","ID.KR.KA","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1133878.5","1222931.1","1293753.2","1363907.3","1432777.9","1513317.5","1604850.4","1699532.9","1802138.7","1915670","2041430","2185280","2343890","2511210","..","..","..","..","..","..",".."
"Karimun, Kab.","ID.KR.KA","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1133878.5","1375408.5","1598580.4","1761072.6","2055961.5","2385038.6","2737142.2","3048518.4","3446621.5","3818990","4287740","4813660","5431780","6109180","..","..","..","..","..","..",".."
"Karimun, Kab.","ID.KR.KA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5486360","5872370","6297820","6744250","7207300","7678540","8152070","8594080","9016340","9456920","9117110"
"Karimun, Kab.","ID.KR.KA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5486360","6178040","6951950","7733180","8618460","9632110","10610200","11620590","12628770","13536860","13310630"
"Karimun, Kab.","ID.KR.KA","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","167539","169613","172614","188227","200704","208703","216221","223878","231658","213479","216146","218475","220882","223117","225298","227277","229194","231145","232797","234417"
"Kepulauan Anambas, Kab.","ID.KR.KP","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","252910","271020","984590","1010790","1038750","..","..","..","..","..","..",".."
"Kepulauan Anambas, Kab.","ID.KR.KP","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","602000","660800","2773710","2854310","3439110","..","..","..","..","..","..",".."
"Kepulauan Anambas, Kab.","ID.KR.KP","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","940130","961460","291060","312610","335780","..","..","..","..","..","..",".."
"Kepulauan Anambas, Kab.","ID.KR.KP","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2534470","2704660","719890","786340","889150","..","..","..","..","..","..",".."
"Kepulauan Anambas, Kab.","ID.KR.KP","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","10962790","11162010","11595840","11964650","12407910","12784250","13155240","13142450","12063350","12047350","11104450"
"Kepulauan Anambas, Kab.","ID.KR.KP","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","10962790","11674820","12564000","13996470","15003720","16074020","16597580","17258100","16849270","17433570","14453580"
"Kepulauan Anambas, Kab.","ID.KR.KP","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","35646","37629","38210","38833","39374","39892","40414","40921","41412","41927","42309","42744"
"Lingga, Kab.","ID.KR.LI","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","324713.73","348344.49","370763.49","391416.88","411388.64","436264.03","464642.39","495832.43","528754.96","563840","601080","640980","683670","729310","..","..","..","..","..","..",".."
"Lingga, Kab.","ID.KR.LI","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","324713.73","393201.3","429011.23","483074.85","537565.1","618969.34","677997.34","741569.41","838364.37","921500","1022170","1135940","1263080","1443990","..","..","..","..","..","..",".."
"Lingga, Kab.","ID.KR.LI","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","324713.73","348344.49","370763.49","391416.88","411388.64","436264.03","464642.39","495832.43","528754.96","563840","601080","640980","683670","729310","..","..","..","..","..","..",".."
"Lingga, Kab.","ID.KR.LI","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","324713.73","393201.3","429011.23","483074.85","537565.1","618969.34","677997.34","741569.41","838364.37","921500","1022170","1135940","1263080","1443990","..","..","..","..","..","..",".."
"Lingga, Kab.","ID.KR.LI","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1857720","1981220","2111650","2256830","2373210","2429750","2529110","2691280","2790120","2934660","2914600"
"Lingga, Kab.","ID.KR.LI","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1857720","2081490","2325440","2596220","2853650","3043430","3284250","3671890","3969330","4269270","4292430"
"Lingga, Kab.","ID.KR.LI","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","81898","83680","85429","86894","88332","89737","86513","87026","87482","87867","88274","88591","88971","89330","89501","89781","89980"
"Natuna, Kab.","ID.KR.NA","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","431507.16","465791.64","491874.01","520666.71","550360.82","582722.12","615490.92","652663.57","617828.64","405650","431020","1502840","1602380","1657930","..","..","..","..","..","..",".."
"Natuna, Kab.","ID.KR.NA","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","431507.16","546192.33","649100.57","802191.74","962350.65","1130758.4","1360237.8","1485810.5","1449966.8","977820","1070910","4375110","4838520","5333570","..","..","..","..","..","..",".."
"Natuna, Kab.","ID.KR.NA","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5300670.1","3636209.6","2684558.8","2467321.7","2388299","2404374.4","2431238.2","2428757.1","2325000","1436480","1466680","458660","488660","520930","..","..","..","..","..","..",".."
"Natuna, Kab.","ID.KR.NA","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5300670.1","4040959","3167282.8","3164429.5","4084742.2","4700853.3","5625800.9","5891713.7","6183289.2","3876540","4136710","1193480","1362590","1691580","..","..","..","..","..","..",".."
"Natuna, Kab.","ID.KR.NA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","11243940","11534200","12437320","13009830","13585410","14115270","14538930","14665420","15036090","15299360","14642750"
"Natuna, Kab.","ID.KR.NA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","11243940","12322470","13968670","15558330","16821780","17893990","18552330","19604960","21123650","21790500","18405910"
"Natuna, Kab.","ID.KR.NA","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","78279","78610","79210","87452","88913.6464162849","91309","93424","95531","61978","69416","70423","71454","72527","73470","74520","75282","76192","76968","77771","78583"
"Tanjung Pinang, Kota","ID.KR.TP","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1287526.3","1378840","1497496.5","1586351.9","1683899.1","1799339.3","1930010.3","2063494.9","2209298.5","2363290","2530710","2709450","2901390","3095870","..","..","..","..","..","..",".."
"Tanjung Pinang, Kota","ID.KR.TP","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1287526.3","1545620.3","1753089","1880654","2231481.2","2629931","3006781.4","3475632.5","4048719.4","4561330","5177160","5760000","6323620","6570850","..","..","..","..","..","..",".."
"Tanjung Pinang, Kota","ID.KR.TP","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1287526.3","1378840","1497496.5","1586351.9","1683899.1","1799339.3","1930010.3","2063494.9","2209298.5","2363290","2530710","2709450","2901390","3095870","..","..","..","..","..","..",".."
"Tanjung Pinang, Kota","ID.KR.TP","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1287526.3","1545620.3","1753089","1880654","2231481.2","2629931","3006781.4","3475632.5","4048719.4","4561330","5177160","5760000","6323620","6570850","..","..","..","..","..","..",".."
"Tanjung Pinang, Kota","ID.KR.TP","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9141660","9784370","10479810","11294830","11891260","12568740","13202950","13551170","13979220","14436940","13938240"
"Tanjung Pinang, Kota","ID.KR.TP","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9141660","10369070","11559870","13300490","14564880","15842110","17078300","18104630","19078150","20167980","19665010"
"Tanjung Pinang, Kota","ID.KR.TP","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","146468","148480","164856","167611.353583715","173207","177963","182741","187529","188309","191287","194099","196980","199723","202215","204735","207057","209280","211583","213592"
"Halmahera Barat, Kab.","ID.MU.HB","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","165943.69","168401.83","170748.77","174358.65","178887.39","183632.01","190328.5","198341.51","206621.14","215840","228230","241050","254550","268530","..","..","..","..","..","..",".."
"Halmahera Barat, Kab.","ID.MU.HB","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","165943.69","171903.51","178028.54","189197.55","197343.76","205954.22","219621.06","238527.68","282912.14","304800","343520","386760","431950","477640","..","..","..","..","..","..",".."
"Halmahera Barat, Kab.","ID.MU.HB","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","165943.69","168401.83","170748.77","174358.65","178887.39","183632.01","190328.5","198341.51","206621.14","215840","228230","241050","254550","268530","..","..","..","..","..","..",".."
"Halmahera Barat, Kab.","ID.MU.HB","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","165943.69","171903.51","178028.54","189197.55","197343.76","205954.22","219621.06","238527.68","282912.14","304800","343520","386760","431950","477640","..","..","..","..","..","..",".."
"Halmahera Barat, Kab.","ID.MU.HB","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","942540","999330","1058320","1119690","1180140","1246250","1310420","1376980","1447460","1531560","153322.4"
"Halmahera Barat, Kab.","ID.MU.HB","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","942540","1059960","1185470","1317310","1477080","1633880","1786030","1950720","2089420","2260610","228662.01"
"Halmahera Barat, Kab.","ID.MU.HB","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","457437","470946","484853","499171","513912","529089","544713","564100","579300","594400","609700","624900","637713","655600","671100","686600","702200","669362","468985","491528","512753","96056","97114","96205","96724","97424","97971","100887","102884","104807","106791","108769","110717","112722","114502","116513","118287","120166"
"Halmahera Selatan, Kab.","ID.MU.HS","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","362920.05","368950.38","380957.18","393267.94","409627.85","427020.25","450176.94","476879.14","505448.66","533770","563630","595540","635060","675740","..","..","..","..","..","..",".."
"Halmahera Selatan, Kab.","ID.MU.HS","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","362920.05","377276.06","397070.3","417778.44","458114.14","501733.83","539484.27","593045.57","711979.73","804310","899190","1005310","1139120","1280640","..","..","..","..","..","..",".."
"Halmahera Selatan, Kab.","ID.MU.HS","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","362920.05","368950.38","380957.18","393267.94","409627.85","427020.25","450176.94","476879.14","505448.66","533770","563630","595540","635060","675740","..","..","..","..","..","..",".."
"Halmahera Selatan, Kab.","ID.MU.HS","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","362920.05","377276.06","397070.3","417778.44","458114.14","501733.83","539484.27","593045.57","711979.73","804310","899190","1005310","1139120","1280640","..","..","..","..","..","..",".."
"Halmahera Selatan, Kab.","ID.MU.HS","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2258750","2399890","2562620","2727950","2908530","3064250","3238570","3762390","4338830","4860180","5670738.07"
"Halmahera Selatan, Kab.","ID.MU.HS","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2258750","2531070","2851730","3162110","3627880","3987190","4358710","5133220","6317520","7226330","8698967"
"Halmahera Selatan, Kab.","ID.MU.HS","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","168497","170353","180383","184860","188156","192312","199629","203822","207728","211682","215791","219836","223460","227280","231217","235090","238733"
"Halmahera Tengah, Kab.","ID.MU.HT","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","153603.36","156033.94","158639.45","165162.63","173871.69","181204.95","188769.69","196819.34","207482.46","218810","233880","249980","267610","284860","..","..","..","..","..","..",".."
"Halmahera Tengah, Kab.","ID.MU.HT","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","153603.36","160511.55","164398.21","177486.54","198045.39","212807.1","222480.05","245598.1","289403.5","375340","439730","499650","560000","620950","..","..","..","..","..","..",".."
"Halmahera Tengah, Kab.","ID.MU.HT","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","153603.36","156033.94","158639.45","165162.63","173871.69","181204.95","188769.69","196819.34","207482.46","218810","233880","249980","267610","284860","..","..","..","..","..","..",".."
"Halmahera Tengah, Kab.","ID.MU.HT","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","153603.36","160511.55","164398.21","177486.54","198045.39","212807.1","222480.05","245598.1","289403.5","375340","439730","499650","560000","620950","..","..","..","..","..","..",".."
"Halmahera Tengah, Kab.","ID.MU.HT","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","952190","1002260","1052590","1108320","1087220","1134430","1261990","1337280","1428470","1522850","1922829"
"Halmahera Tengah, Kab.","ID.MU.HT","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","952190","1077390","1211840","1348600","1401240","1543500","1768990","1931510","2196440","2429480","3163570.2"
"Halmahera Tengah, Kab.","ID.MU.HT","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","105416","109551","113849","118315","122956","127779","132791","138600","143500","148600","153800","159100","162728","169900","175500","181100","186800","145230","145940","149658","156123","31884","31914","33289","33410","34410","34821","42980","44301","45712","47079","48414","49807","51315","52813","54190","55728","57101"
"Halmahera Timur, Kab.","ID.MU.HI","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","144834.45","147455.4","150998.12","157626.85","166324.84","175560.88","186569.3","205598.33","219851.5","235610","252910","270640","288870","306160","..","..","..","..","..","..",".."
"Halmahera Timur, Kab.","ID.MU.HI","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","144834.45","152301.12","158271.27","172583.28","194210.67","210817.45","236180.79","282490.49","348969.8","415080","481080","541530","613050","692650","..","..","..","..","..","..",".."
